first_name,last_name,gender,past_3_years_bike_related_purchases,cluster,DOB,age,age_categories,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,Value
Rosabelle,Godsmark,F,60,1,1995-10-19,25,20 to 30,Executive Secretary,Untitled,Mass Customer,Yes,3,4871 Caliangt Hill,4102,QLD,8,845,0.5631250000000001
Guilbert,Bearns,M,42,1,1982-10-29,38,30 to 40,Financial Analyst,Financial Services,Mass Customer,Yes,5,47776 Packers Street,3226,VIC,8,845,0.5631250000000001
Meridith,Urwin,F,62,1,1997-03-07,23,20 to 30,Registered Nurse,Health,High Net Worth,Yes,10,535 Graedel Circle,2444,NSW,7,845,0.5631250000000001
Leeland,,M,66,0,1957-01-24,63,60 to 70,VP Quality Control,Telecommunications,High Net Worth,No,12,9 Stephen Center,4122,QLD,4,845,0.5631250000000001
Gerta,Porrett,F,46,0,1959-11-13,61,60 to 70,Registered Nurse,Health,High Net Worth,No,12,074 Badeau Crossing,3250,VIC,2,851,0.5625
Karrah,Howell,F,63,2,1956-11-07,64,60 to 70,Civil Engineer,Manufacturing,Mass Customer,No,17,4897 Melody Road,2566,NSW,9,851,0.5625
Alick,Baise,M,62,1,1998-08-16,22,20 to 30,Pharmacist,Health,Mass Customer,Yes,1,096 Gateway Road,2747,NSW,8,851,0.5625
Casandra,Betteridge,F,29,3,1942-09-10,78,70 to 80,Cost Accountant,Financial Services,Affluent Customer,Yes,9,68 Bluestem Center,3166,VIC,10,854,0.561
Maurine,Clee,F,45,1,1980-09-13,40,40 to 50,Automation Specialist II,Property,High Net Worth,Yes,5,6 Maple Plaza,2042,NSW,10,854,0.561
Darwin,Bumpas,M,24,3,1978-12-27,42,40 to 50,Junior Executive,Health,Affluent Customer,Yes,18,6812 Gina Point,3082,VIC,7,856,0.56
Hayes,Daveren,M,32,0,1953-03-27,67,60 to 70,VP Quality Control,Manufacturing,Affluent Customer,Yes,11,1 Becker Parkway,4350,QLD,2,856,0.56
Piper,Issacov,F,67,2,1939-11-08,81,Above 80,Human Resources Assistant III,Health,Affluent Customer,Yes,22,52201 Tony Avenue,2088,NSW,9,856,0.56
Markus,Pendrey,M,88,2,1959-08-01,61,60 to 70,Clinical Specialist,Health,Affluent Customer,Yes,12,2382 Anthes Crossing,2153,NSW,10,859,0.5578124999999999
Sile,Zappel,F,47,0,1958-03-29,62,60 to 70,Business Systems Development Analyst,IT,High Net Worth,No,15,44350 Buell Alley,4018,QLD,6,859,0.5578124999999999
Craggy,Happel,M,37,1,1979-02-10,41,40 to 50,Marketing Manager,Manufacturing,High Net Worth,Yes,8,23 Del Sol Alley,3064,VIC,6,859,0.5578124999999999
Egor,Mariette,M,42,1,1980-11-26,40,40 to 50,Financial Advisor,Financial Services,Affluent Customer,No,3,79 Mockingbird Plaza,3163,VIC,7,862,0.5525
Reinald,Bembrigg,M,54,2,1953-08-21,67,60 to 70,Senior Financial Analyst,Financial Services,Affluent Customer,No,10,858 Portage Hill,2770,NSW,7,862,0.5525
Kissie,Line,F,2,1,2000-05-20,20,20 to 30,Environmental Tech,Manufacturing,Affluent Customer,Yes,7,629 Grasskamp Junction,2200,NSW,9,862,0.5525
Quentin,Gerleit,F,32,1,1990-09-15,30,30 to 40,Associate Professor,Manufacturing,Mass Customer,No,4,88 Aberg Circle,3806,VIC,8,865,0.55
Karoly,Burgoine,M,57,0,1947-04-06,73,70 to 80,Account Representative IV,Health,High Net Worth,Yes,21,18 Morning Circle,3012,VIC,2,865,0.55
Clarine,Piecha,F,99,2,1964-12-07,56,50 to 60,Dental Hygienist,Health,High Net Worth,No,14,7523 Eggendart Hill,4151,QLD,10,865,0.55
Mycah,Beaston,M,11,3,1961-07-31,59,50 to 60,Environmental Specialist,Untitled,High Net Worth,Yes,12,2 Mandrake Street,2221,NSW,11,865,0.55
Clemmie,Bartoszewicz,F,87,2,1958-07-28,62,60 to 70,Statistician IV,Financial Services,Mass Customer,No,8,727 Morrow Parkway,3197,VIC,9,865,0.55
Randall,Mason,M,95,2,1974-07-28,46,40 to 50,Product Engineer,Health,Mass Customer,Yes,12,83497 Memorial Plaza,2570,NSW,11,870,0.544
Donica,Humby,F,47,3,1967-06-01,53,50 to 60,Senior Cost Accountant,Financial Services,Mass Customer,No,4,488 Briar Crest Court,2101,NSW,12,871,0.541875
Lotty,Loach,F,76,0,1961-08-23,59,50 to 60,Nurse,Health,High Net Worth,Yes,7,78451 South Street,2380,NSW,3,871,0.541875
Marie-jeanne,Breawood,F,37,3,1953-10-12,67,60 to 70,Clinical Specialist,Health,High Net Worth,No,8,6 Prairieview Pass,2770,NSW,6,871,0.541875
Babara,Sissel,F,50,3,1974-06-08,46,40 to 50,Untitled,IT,Mass Customer,Yes,21,5 Ohio Road,3169,VIC,10,871,0.541875
Rodolphe,Glenton,M,88,2,1974-09-28,46,40 to 50,Programmer Analyst II,Financial Services,Affluent Customer,No,11,4787 Golf Terrace,3163,VIC,7,871,0.541875
Thorvald,Duckerin,M,58,1,1995-10-20,25,20 to 30,Electrical Engineer,Manufacturing,Affluent Customer,Yes,1,4 Pine View Junction,3021,VIC,8,871,0.541875
Paulina,Iannuzzelli,F,57,2,1956-03-08,64,60 to 70,Automation Specialist I,Manufacturing,Mass Customer,No,19,097 Hollow Ridge Alley,2118,NSW,11,877,0.54
Ricki,Padefield,M,43,3,1948-08-03,72,70 to 80,Automation Specialist III,Manufacturing,Affluent Customer,Yes,13,860 Barby Lane,4275,QLD,9,877,0.54
Lizette,McKeaveney,F,30,3,1994-04-11,26,20 to 30,Assistant Manager,Health,High Net Worth,Yes,13,6412 Butternut Road,2050,NSW,10,879,0.5375
Muffin,Bhar,M,44,0,1966-04-07,54,50 to 60,Untitled,Untitled,Affluent Customer,No,19,15 Weeping Birch Crossing,2448,NSW,4,879,0.5375
Jeno,Strafford,M,67,2,1941-07-21,79,70 to 80,Tax Accountant,Financial Services,High Net Worth,No,7,891 Sachtjen Hill,4170,QLD,9,879,0.5375
Brigg,Himsworth,M,63,0,1973-10-10,47,40 to 50,Untitled,Telecommunications,Mass Customer,Yes,9,771 Union Crossing,4570,QLD,6,882,0.5355
Judi,Cazereau,F,22,0,1997-03-03,23,20 to 30,GIS Technical Architect,Untitled,Affluent Customer,Yes,13,22 Farmco Avenue,3851,VIC,3,883,0.53125
Raleigh,Pont,M,48,3,1964-11-02,56,50 to 60,Associate Professor,Entertainment,Mass Customer,No,14,7650 Gulseth Parkway,3139,VIC,7,883,0.53125
Zachariah,Meininking,M,40,3,1938-06-09,82,Above 80,Cost Accountant,Financial Services,Affluent Customer,Yes,20,24815 Lindbergh Avenue,2749,NSW,7,883,0.53125
Lesley,Garey,M,52,1,1994-03-29,26,20 to 30,Software Consultant,Telecommunications,Mass Customer,No,11,924 Lindbergh Court,2226,NSW,9,883,0.53125
Adriena,Giffin,F,27,3,1957-03-17,63,60 to 70,Analog Circuit Design manager,Argiculture,Affluent Customer,Yes,5,1 Manitowish Court,2259,NSW,9,888,0.525
Antoinette,,F,72,1,1980-07-28,40,40 to 50,Structural Analysis Engineer,Financial Services,Affluent Customer,No,5,9 Derek Alley,3058,VIC,9,888,0.525
Carr,Hopkynson,M,64,2,1971-10-18,49,40 to 50,Untitled,Manufacturing,Affluent Customer,No,16,5990 Fairfield Pass,2318,NSW,6,888,0.525
Shay,Briand,M,57,0,1956-10-05,64,60 to 70,Project Manager,IT,Mass Customer,Yes,9,1 Mandrake Way,3844,VIC,1,888,0.525
Karney,Burstow,M,51,2,1972-07-02,48,40 to 50,Design Engineer,Property,Mass Customer,Yes,6,4011 Prairieview Court,2031,NSW,12,888,0.525
Latrena,Yetts,F,11,0,1999-06-18,21,20 to 30,Civil Engineer,Manufacturing,High Net Worth,Yes,15,53877 Dakota Crossing,2871,NSW,3,893,0.520625
Jesse,Alflat,M,31,1,1984-09-01,36,30 to 40,Executive Secretary,Untitled,High Net Worth,No,5,49 Northfield Drive,2145,NSW,9,893,0.520625
Kelcie,Kingaby,F,54,1,2000-03-24,20,20 to 30,Systems Administrator II,IT,Mass Customer,Yes,6,0 Summit Center,4019,QLD,4,893,0.520625
Fabio,Commuzzo,M,5,3,1961-10-02,59,50 to 60,Software Test Engineer II,Manufacturing,Mass Customer,No,18,66 Shopko Circle,3806,VIC,8,896,0.52
Heall,Andrioli,M,46,0,1941-06-17,79,70 to 80,Environmental Tech,IT,Affluent Customer,Yes,7,370 Eastwood Road,4133,QLD,5,896,0.52
Rickert,Brasted,M,47,3,1959-09-18,61,60 to 70,Staff Scientist,Health,Mass Customer,No,10,20 Hoffman Park,2145,NSW,9,898,0.5125
Hedwig,Jayme,F,38,3,1952-08-21,68,60 to 70,Accountant IV,Property,Affluent Customer,No,11,6293 Hooker Point,2099,NSW,10,899,0.51
Penrod,Tomasicchio,M,5,3,1968-05-28,52,50 to 60,Untitled,Health,High Net Worth,No,19,30 Harper Trail,2318,NSW,9,899,0.51
Pancho,Edis,M,1,3,1970-12-30,50,50 to 60,Assistant Professor,Untitled,Mass Customer,No,13,64467 Pankratz Pass,3023,VIC,7,899,0.51
Andriana,Gosnoll,F,53,2,1964-05-19,56,50 to 60,Chief Design Engineer,Manufacturing,Mass Customer,No,8,900 Brown Junction,2291,NSW,10,899,0.51
Nilson,Wiggam,M,48,1,1996-02-15,24,20 to 30,Paralegal,Financial Services,Mass Customer,No,9,8845 Spaight Way,3049,VIC,6,903,0.5015
Denny,Spleving,F,84,2,1973-05-13,47,40 to 50,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes,5,85420 Myrtle Road,2114,NSW,8,904,0.5
Olia,O' Mullan,F,77,2,1973-03-24,47,40 to 50,Account Executive,Health,Mass Customer,No,8,6315 Mendota Parkway,2263,NSW,7,904,0.5
Conway,Juarez,M,27,0,1967-03-02,53,50 to 60,Help Desk Technician,Untitled,Affluent Customer,No,17,66904 American Ash Hill,4814,QLD,5,904,0.5
Dru,Crellim,F,57,2,1963-03-04,57,50 to 60,Untitled,Untitled,Mass Customer,No,12,90 Morningstar Drive,3030,VIC,7,904,0.5
Shaw,MacEvilly,M,10,3,2000-05-06,20,20 to 30,Software Test Engineer III,Health,Affluent Customer,No,16,34020 Sheridan Park,2768,NSW,9,904,0.5
Brook,Eade,F,65,0,1957-11-17,63,60 to 70,Sales Representative,Retail,Mass Customer,Yes,8,58 Meadow Valley Court,2330,NSW,5,904,0.5
Aleece,Feige,F,49,3,1975-09-16,45,40 to 50,Untitled,Manufacturing,Mass Customer,No,18,2030 Anderson Lane,2141,NSW,10,904,0.5
Dolorita,Strutton,F,7,3,1991-05-21,29,20 to 30,General Manager,Manufacturing,Affluent Customer,No,17,07 Acker Pass,3178,VIC,8,904,0.5
Harman,A'field,M,39,0,1960-12-27,60,60 to 70,Geologist III,Manufacturing,Affluent Customer,Yes,6,31815 Vermont Drive,4227,QLD,5,913,0.4993749999999999
Hildegarde,Bamb,F,16,3,1961-02-10,59,50 to 60,Help Desk Operator,Untitled,High Net Worth,Yes,10,5070 Division Parkway,3910,VIC,9,913,0.4993749999999999
Launce,Gale,M,86,2,1939-01-15,81,Above 80,Untitled,Untitled,Mass Customer,No,21,4 Fordem Avenue,2777,NSW,9,913,0.4993749999999999
Ilise,Clissold,F,58,1,1987-11-16,33,30 to 40,Developer IV,Entertainment,High Net Worth,No,9,659 Comanche Plaza,2153,NSW,10,913,0.4993749999999999
Julita,Prene,F,14,0,1979-05-16,41,40 to 50,Chemical Engineer,Manufacturing,High Net Worth,Yes,13,5 Myrtle Junction,4128,QLD,2,913,0.4993749999999999
Ashlen,Willbond,F,64,2,1984-05-15,36,30 to 40,Software Consultant,Health,High Net Worth,No,16,723 Grayhawk Way,3934,VIC,8,913,0.4993749999999999
Keely,Bointon,F,71,1,1988-10-16,32,30 to 40,Nurse,Telecommunications,High Net Worth,No,3,55 Dorton Point,4154,QLD,9,913,0.4993749999999999
Poul,Gaskin,M,78,0,1950-06-15,70,70 to 80,Help Desk Operator,Telecommunications,High Net Worth,No,17,9 Killdeer Circle,2643,NSW,2,920,0.4929999999999999
Sheilakathryn,Huff,F,45,3,1958-05-15,62,60 to 70,Assistant Manager,Untitled,High Net Worth,Yes,14,04 Miller Drive,2477,NSW,6,921,0.49
Rubia,Evetts,F,59,2,1990-12-21,30,30 to 40,Pharmacist,Health,Mass Customer,No,16,64213 Miller Point,2071,NSW,9,921,0.49
Francklin,Cross,M,51,1,1981-04-06,39,30 to 40,Teacher,Property,Mass Customer,Yes,3,24593 Jackson Parkway,2231,NSW,10,921,0.49
Wilone,Champley,F,22,3,1983-11-06,37,30 to 40,Untitled,Manufacturing,High Net Worth,No,17,9346 Lyons Point,2077,NSW,10,924,0.48875
Lezlie,Clemits,F,2,3,1973-05-30,47,40 to 50,Senior Cost Accountant,Financial Services,Mass Customer,Yes,15,0504 Nevada Drive,2155,NSW,10,924,0.48875
Kathe,Oller,F,47,0,1959-08-20,61,60 to 70,General Manager,Manufacturing,Mass Customer,Yes,5,817 Loftsgordon Road,3029,VIC,4,926,0.4844999999999999
Dulce,Bradwell,F,61,2,1957-07-03,63,60 to 70,Research Associate,Manufacturing,Mass Customer,No,20,30 Lukken Point,4159,QLD,9,926,0.4844999999999999
Felice,Dechelette,M,75,1,1998-02-05,22,20 to 30,Librarian,Entertainment,High Net Worth,No,3,4 Kingsford Trail,4051,QLD,4,928,0.48
Joane,Caldes,F,84,2,1978-03-17,42,40 to 50,Senior Cost Accountant,Financial Services,High Net Worth,Yes,13,42 3rd Plaza,2250,NSW,7,928,0.48
Diane,Furman,F,67,1,1993-08-11,27,20 to 30,Untitled,Manufacturing,Affluent Customer,Yes,13,6660 Riverside Circle,3013,VIC,9,930,0.478125
Ogdan,Blenkinship,M,65,0,1951-01-18,69,60 to 70,Occupational Therapist,Health,Mass Customer,Yes,21,21712 Texas Court,3429,VIC,5,930,0.478125
Kizzee,Agget,F,98,2,1976-07-25,44,40 to 50,Statistician II,Manufacturing,Affluent Customer,No,8,122 Marcy Park,2213,NSW,10,930,0.478125
Stephi,Highton,F,30,3,1987-09-09,33,30 to 40,Software Engineer I,Telecommunications,Mass Customer,Yes,12,293 Mendota Park,2154,NSW,10,930,0.478125
Martino,Scoles,M,18,0,1975-01-19,45,40 to 50,Senior Financial Analyst,Financial Services,Mass Customer,No,14,47 Scofield Junction,3620,VIC,4,930,0.478125
Morgen,Newport,F,5,0,1960-08-31,60,60 to 70,Project Manager,Manufacturing,Mass Customer,No,6,9 Washington Center,3340,VIC,4,930,0.478125
Eugenie,Brinson,F,79,2,1963-08-10,57,50 to 60,Assistant Media Planner,Entertainment,Mass Customer,Yes,17,7109 Grayhawk Avenue,3073,VIC,6,936,0.47600000000000003
Reinold,Natt,M,16,3,1964-08-23,56,50 to 60,Help Desk Technician,Financial Services,High Net Worth,Yes,8,70 Evergreen Hill,3207,VIC,8,937,0.47
Jo,Roberts,F,41,0,1945-10-31,75,70 to 80,Paralegal,Financial Services,High Net Worth,Yes,11,20139 Lakewood Plaza,2440,NSW,3,937,0.47
Jacklin,Duchant,F,77,0,1940-03-18,80,Above 80,Legal Assistant,Argiculture,Mass Customer,No,17,9 Memorial Road,4132,QLD,4,939,0.4675
Colas,Gabbitas,M,98,2,1946-09-09,74,70 to 80,Staff Scientist,Retail,High Net Worth,No,20,3094 Elka Place,2166,NSW,9,939,0.4675
Claudetta,Ricciardiello,F,61,2,1974-04-30,46,40 to 50,Internal Auditor,Financial Services,Mass Customer,Yes,21,31 Schurz Parkway,3181,VIC,8,939,0.4675
Angele,Cadore,F,5,3,1954-09-06,66,60 to 70,Chief Design Engineer,Untitled,Mass Customer,Yes,7,85894 Amoth Court,4125,QLD,7,939,0.4675
Cicily,Hast,F,63,0,1971-04-26,49,40 to 50,Food Chemist,Health,Affluent Customer,Yes,8,955 Burning Wood Way,2478,NSW,3,939,0.4675
Harland,Messenger,M,90,2,1974-05-28,46,40 to 50,Software Test Engineer I,Retail,Mass Customer,No,8,27 Crownhardt Center,3934,VIC,10,944,0.46
Sim,Constantinou,M,91,1,1992-08-09,28,20 to 30,Analog Circuit Design manager,Property,Mass Customer,No,5,41002 Loomis Park,2010,NSW,9,944,0.46
Shanon,Rolfe,F,63,2,1941-08-19,79,70 to 80,Sales Representative,Retail,High Net Worth,No,8,10 Cottonwood Point,2530,NSW,7,944,0.46
Chryste,Oddboy,F,44,1,1988-08-22,32,30 to 40,Software Engineer III,Manufacturing,High Net Worth,Yes,4,2115 Maryland Alley,2320,NSW,9,947,0.45899999999999996
Edin,Patinkin,F,35,0,1992-03-26,28,20 to 30,Account Executive,Health,Mass Customer,No,17,6 Milwaukee Hill,3015,VIC,4,948,0.456875
Nolly,Ivanchikov,M,13,3,1994-02-10,26,20 to 30,Help Desk Operator,Manufacturing,High Net Worth,Yes,11,6792 Kropf Hill,2049,NSW,11,948,0.456875
Michele,Pammenter,M,23,1,1983-06-26,37,30 to 40,Teacher,Health,High Net Worth,No,2,37 Mesta Road,3198,VIC,8,948,0.456875
Liane,Abelevitz,F,26,1,1976-11-25,44,40 to 50,Operator,Untitled,Mass Customer,No,3,85340 Hovde Way,3153,VIC,7,951,0.4505
Philbert,Bangs,M,67,2,1966-03-03,54,50 to 60,Environmental Specialist,IT,Mass Customer,Yes,6,02643 Moose Court,4500,QLD,7,951,0.4505
Candy,,F,23,0,1977-12-08,43,40 to 50,Untitled,Financial Services,Mass Customer,No,6,59252 Maryland Drive,3500,VIC,3,951,0.4505
Noami,Cokly,F,74,2,1962-09-17,58,50 to 60,Untitled,Manufacturing,Mass Customer,Yes,15,2886 Buena Vista Terrace,2038,NSW,11,954,0.45
Lyndell,Jereatt,F,14,3,1994-11-28,26,20 to 30,Payment Adjustment Coordinator,Untitled,High Net Worth,No,13,58770 Monterey Plaza,2122,NSW,12,954,0.45
Maximilien,Bourget,M,12,3,1969-04-29,51,50 to 60,Geologist I,Financial Services,Mass Customer,Yes,6,2941 Loftsgordon Hill,3337,VIC,7,956,0.44625
Benedikta,Naptin,F,59,2,1995-08-13,25,20 to 30,Operator,Retail,Mass Customer,Yes,15,345 Fieldstone Park,2121,NSW,11,956,0.44625
Rhodie,Gaskall,F,83,2,1964-02-01,56,50 to 60,VP Quality Control,Untitled,Mass Customer,Yes,9,251 Pierstorff Alley,4170,QLD,9,956,0.44625
Afton,Andrassy,F,78,1,1998-10-14,22,20 to 30,Web Designer II,Retail,Mass Customer,No,7,220 Cody Alley,3075,VIC,8,956,0.44625
Blondell,Dibdall,F,62,0,1967-01-03,53,50 to 60,Programmer III,Untitled,Mass Customer,No,4,34 Bunting Pass,3048,VIC,4,960,0.442
Sonia,Dunstall,F,0,3,1975-07-30,45,40 to 50,Accountant III,Financial Services,Mass Customer,No,10,99 Park Meadow Hill,2570,NSW,9,960,0.442
Benedikt,Adamou,M,15,0,1987-01-15,33,30 to 40,Recruiting Manager,Health,Mass Customer,No,11,4 Bluestem Pass,3564,VIC,3,960,0.442
Don,Spratling,M,82,2,1969-01-05,51,50 to 60,Associate Professor,Property,Affluent Customer,Yes,7,078 Erie Point,2760,NSW,10,963,0.44
Moll,Ogilby,F,25,0,1980-12-19,40,40 to 50,Research Assistant III,Manufacturing,Mass Customer,Yes,13,6 Hansons Crossing,4123,QLD,6,963,0.44
Jammie,Seldner,F,42,3,1975-02-25,45,40 to 50,Human Resources Manager,Health,Mass Customer,Yes,15,8 Saint Paul Junction,2066,NSW,10,963,0.44
Inglis,Pickaver,M,33,1,1994-06-25,26,20 to 30,Product Engineer,Telecommunications,Affluent Customer,No,1,14067 Armistice Plaza,2770,NSW,8,963,0.44
Clarabelle,Broschek,F,6,3,1963-08-25,57,50 to 60,Geological Engineer,Manufacturing,Mass Customer,No,18,8491 Pennsylvania Crossing,4035,QLD,6,967,0.4356249999999999
Tillie,Bisseker,F,74,2,1960-08-10,60,60 to 70,Civil Engineer,Manufacturing,High Net Worth,No,14,59208 Barnett Avenue,2104,NSW,12,967,0.4356249999999999
Irving,Babcock,M,60,0,1986-01-17,34,30 to 40,Dental Hygienist,Health,High Net Worth,Yes,15,36 Killdeer Crossing,2705,NSW,1,967,0.4356249999999999
Evered,Gludor,M,3,3,1951-04-30,69,60 to 70,Electrical Engineer,Manufacturing,High Net Worth,Yes,15,305 Sloan Junction,2168,NSW,8,967,0.4356249999999999
Mavra,Finan,F,30,3,1967-08-23,53,50 to 60,Nurse,Property,Affluent Customer,Yes,4,88 Shopko Way,2034,NSW,9,967,0.4356249999999999
Frieda,Tavinor,F,43,1,1999-03-04,21,20 to 30,Untitled,Untitled,Affluent Customer,No,10,7 Mallory Lane,3064,VIC,6,972,0.43
Ellwood,Budden,M,82,1,1998-06-03,22,20 to 30,Untitled,Health,Mass Customer,Yes,11,79907 Randy Center,2192,NSW,10,972,0.43
Alex,Patshull,F,37,0,1966-01-02,54,50 to 60,Senior Quality Engineer,Retail,Mass Customer,Yes,13,446 High Crossing Way,4165,QLD,5,974,0.425
Aundrea,Outridge,F,77,1,2001-01-24,19,Lessthan 20,Structural Engineer,Financial Services,Affluent Customer,Yes,10,1530 Columbus Lane,3186,VIC,12,974,0.425
Amby,Bodega,M,63,0,1968-06-12,52,50 to 60,Recruiter,Untitled,Affluent Customer,Yes,17,669 Declaration Street,3810,VIC,6,974,0.425
Esme,Pilipets,M,15,3,1967-05-06,53,50 to 60,Environmental Tech,Health,Mass Customer,Yes,5,9 Ruskin Way,3228,VIC,9,977,0.42
Beverly,Domnick,F,56,2,1938-12-10,82,Above 80,Structural Analysis Engineer,IT,Mass Customer,No,9,8 Burning Wood Junction,2232,NSW,10,977,0.42
Artemis,Swanson,M,77,0,1977-02-12,43,40 to 50,Web Designer II,Argiculture,Mass Customer,Yes,13,5 Melvin Park,3810,VIC,5,979,0.4165
Daryle,Marginson,M,93,2,1986-06-27,34,30 to 40,Environmental Tech,Argiculture,Mass Customer,Yes,9,21316 Ohio Place,2121,NSW,12,979,0.4165
Tyne,Anshell,F,71,1,1992-04-08,28,20 to 30,Mechanical Systems Engineer,Untitled,Mass Customer,Yes,3,93 Sutherland Terrace,2560,NSW,8,979,0.4165
Leona,Shorrock,F,83,0,1951-08-23,69,60 to 70,Senior Quality Engineer,Financial Services,Affluent Customer,Yes,22,1560 Grim Avenue,4720,QLD,1,979,0.4165
Bertrando,Carass,M,45,0,1956-06-25,64,60 to 70,Sales Associate,Property,Mass Customer,No,8,1 Quincy Road,2565,NSW,5,983,0.41
Augusta,Munns,F,5,3,1951-09-17,69,60 to 70,Quality Control Specialist,Untitled,Mass Customer,No,21,607 Memorial Avenue,2074,NSW,11,983,0.41
Lauralee,Fudge,F,83,0,1987-09-21,33,30 to 40,Research Nurse,Health,Mass Customer,No,15,9460 Monument Park,3277,VIC,4,985,0.408
Consalve,Ballay,M,41,3,1959-09-18,61,60 to 70,Web Developer I,IT,Mass Customer,Yes,7,72 Village Terrace,2250,NSW,8,987,0.4
Lolly,Prewer,F,44,1,1997-10-23,23,20 to 30,Geologist I,Health,Mass Customer,No,15,694 Coolidge Center,2620,NSW,7,988,0.3995
Vyky,Pegg,F,64,2,1943-03-15,77,70 to 80,Quality Control Specialist,Manufacturing,Mass Customer,Yes,11,31854 Anniversary Terrace,2322,NSW,7,988,0.3995
Kellen,Pawelski,F,83,2,1945-07-26,75,70 to 80,Untitled,Manufacturing,High Net Worth,Yes,11,125 Manufacturers Parkway,2193,NSW,8,988,0.3995
Jermaine,Bagshawe,F,60,0,1954-05-14,66,60 to 70,Help Desk Operator,Property,Mass Customer,Yes,9,260 Briar Crest Drive,4209,QLD,6,988,0.3995
Bryan,Jachtym,M,59,0,1974-05-15,46,40 to 50,Automation Specialist I,Manufacturing,Mass Customer,Yes,15,56 Moland Crossing,3356,VIC,3,988,0.3995
Renie,Laundon,F,32,0,1973-12-18,47,40 to 50,Assistant Media Planner,Entertainment,Mass Customer,Yes,8,1 Shelley Pass,4118,QLD,3,993,0.391
Weidar,Etheridge,M,38,0,1959-07-13,61,60 to 70,Compensation Analyst,Financial Services,Mass Customer,Yes,6,0535 Jay Point,2422,NSW,4,994,0.3825
Datha,Fishburn,F,15,1,1990-07-02,30,30 to 40,Office Assistant IV,Retail,Mass Customer,No,3,6 Caliangt Way,3079,VIC,12,994,0.3825
Ferdinand,Romanetti,M,60,2,1959-10-07,61,60 to 70,Paralegal,Financial Services,Affluent Customer,No,9,2 Sloan Way,2200,NSW,7,996,0.374
Burk,Wortley,M,22,1,2001-10-17,19,Lessthan 20,Senior Sales Associate,Health,Mass Customer,No,6,04 Union Crossing,2196,NSW,10,997,0.35700000000000004
Melloney,Temby,F,17,0,1954-10-05,66,60 to 70,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,Yes,15,33475 Fair Oaks Junction,4702,QLD,2,997,0.35700000000000004
Dickie,Cubbini,M,30,0,1952-12-17,68,60 to 70,Financial Advisor,Financial Services,Mass Customer,Yes,19,57666 Victoria Way,4215,QLD,2,997,0.35700000000000004
Sylas,Duffill,M,56,2,1955-10-02,65,60 to 70,Staff Accountant IV,Property,Mass Customer,Yes,14,21875 Grover Drive,2010,NSW,9,1000,0.34
